# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.0 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2021-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 41.9650
# Longitude (positive East, ISO 19115): 12.7954
# Altitude (m): 166.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2021-10-02
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-11-27T14:00:00.0/2020-11-27T15:00:00.0;237.5390;126.9156;68.1604;58.7553;380.1012;102.0932;39.6511;62.4421;219.3008;1.0000
2020-11-27T15:00:00.0/2020-11-27T16:00:00.0;38.6979;13.7899;3.6373;10.1526;52.7480;10.3572;0.7459;9.6113;8.6123;1.0000
2020-11-27T16:00:00.0/2020-11-27T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-27T17:00:00.0/2020-11-27T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-27T18:00:00.0/2020-11-27T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-27T19:00:00.0/2020-11-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-27T20:00:00.0/2020-11-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-27T21:00:00.0/2020-11-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-27T22:00:00.0/2020-11-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-27T23:00:00.0/2020-11-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T00:00:00.0/2020-11-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T01:00:00.0/2020-11-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T02:00:00.0/2020-11-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T03:00:00.0/2020-11-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T04:00:00.0/2020-11-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T05:00:00.0/2020-11-28T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T06:00:00.0/2020-11-28T07:00:00.0;53.0644;22.4096;9.8044;12.6052;128.0554;17.9233;5.4222;12.5010;60.9288;1.0000
2020-11-28T07:00:00.0/2020-11-28T08:00:00.0;257.0492;151.5658;100.0738;51.4921;528.0483;61.4628;7.2467;54.2161;52.0791;1.0000
2020-11-28T08:00:00.0/2020-11-28T09:00:00.0;432.7022;290.5369;217.4928;73.0441;700.1046;168.8380;17.5694;151.2686;53.3392;1.0000
2020-11-28T09:00:00.0/2020-11-28T10:00:00.0;555.6119;392.8810;307.5285;85.3525;773.7713;183.4330;6.4738;176.9592;16.7884;1.0000
2020-11-28T10:00:00.0/2020-11-28T11:00:00.0;617.3998;445.0198;352.8954;92.1245;799.7003;258.7672;50.6488;208.1185;113.5857;1.0000
2020-11-28T11:00:00.0/2020-11-28T12:00:00.0;613.8524;441.1467;347.1690;93.9777;791.1866;258.8826;40.6197;218.2628;92.1482;1.0000
2020-11-28T12:00:00.0/2020-11-28T13:00:00.0;545.2084;381.1105;289.8740;91.2365;742.7766;225.4247;31.8912;193.5335;83.4657;1.0000
2020-11-28T13:00:00.0/2020-11-28T14:00:00.0;416.1419;271.4581;190.4018;81.0563;635.5512;212.3970;100.5023;111.8947;343.7572;1.0000
2020-11-28T14:00:00.0/2020-11-28T15:00:00.0;235.4435;129.2476;73.3441;55.9035;413.0760;110.0474;54.8529;55.1945;313.3015;1.0000
2020-11-28T15:00:00.0/2020-11-28T16:00:00.0;37.6818;13.7298;3.8058;9.9241;55.6840;10.5300;1.0618;9.4682;12.6774;1.0000
2020-11-28T16:00:00.0/2020-11-28T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T17:00:00.0/2020-11-28T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T18:00:00.0/2020-11-28T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T19:00:00.0/2020-11-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T20:00:00.0/2020-11-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T21:00:00.0/2020-11-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T22:00:00.0/2020-11-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-28T23:00:00.0/2020-11-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T00:00:00.0/2020-11-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T01:00:00.0/2020-11-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T02:00:00.0/2020-11-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T03:00:00.0/2020-11-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T04:00:00.0/2020-11-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T05:00:00.0/2020-11-29T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T06:00:00.0/2020-11-29T07:00:00.0;50.1574;20.2572;8.3923;11.8649;110.6956;16.2827;4.3125;11.9703;48.8324;1.0000
2020-11-29T07:00:00.0/2020-11-29T08:00:00.0;252.7200;145.5085;95.8476;49.6608;512.7134;69.8128;10.6085;59.2043;76.5385;1.0000
2020-11-29T08:00:00.0/2020-11-29T09:00:00.0;428.5051;283.7465;214.8276;68.9188;698.1895;81.9384;0.0000;81.9384;0.0000;1.0000
2020-11-29T09:00:00.0/2020-11-29T10:00:00.0;551.6519;385.7450;306.6507;79.0943;777.3323;248.5771;132.2594;116.3178;322.7117;1.0000
2020-11-29T10:00:00.0/2020-11-29T11:00:00.0;613.7660;437.3861;352.9146;84.4716;804.7337;337.2783;163.9080;173.3703;375.9019;1.0000
2020-11-29T11:00:00.0/2020-11-29T12:00:00.0;610.6119;433.7853;348.4044;85.3809;798.4921;276.0504;72.5245;203.5259;164.4933;1.0000
2020-11-29T12:00:00.0/2020-11-29T13:00:00.0;542.4017;374.8254;292.2061;82.6193;752.9294;157.4882;0.0000;157.4882;0.0000;1.0000
2020-11-29T13:00:00.0/2020-11-29T14:00:00.0;413.7799;266.8204;192.9964;73.8240;648.2401;135.5234;0.0663;135.4571;0.2781;1.0000
2020-11-29T14:00:00.0/2020-11-29T15:00:00.0;233.5069;126.5261;74.9559;51.5702;426.1729;88.4920;18.4946;69.9974;118.9375;1.0000
2020-11-29T15:00:00.0/2020-11-29T16:00:00.0;36.7372;13.2033;4.0095;9.1939;60.2324;9.6858;0.6060;9.0798;7.2281;1.0000
2020-11-29T16:00:00.0/2020-11-29T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T17:00:00.0/2020-11-29T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T18:00:00.0/2020-11-29T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T19:00:00.0/2020-11-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T20:00:00.0/2020-11-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T21:00:00.0/2020-11-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T22:00:00.0/2020-11-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-29T23:00:00.0/2020-11-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T00:00:00.0/2020-11-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T01:00:00.0/2020-11-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T02:00:00.0/2020-11-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T03:00:00.0/2020-11-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T04:00:00.0/2020-11-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T05:00:00.0/2020-11-30T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T06:00:00.0/2020-11-30T07:00:00.0;47.3796;20.8187;11.0413;9.7775;154.5009;16.7120;6.5878;10.1242;79.3918;1.0000
2020-11-30T07:00:00.0/2020-11-30T08:00:00.0;248.4798;151.0148;111.0422;39.9726;608.0988;136.8718;103.3439;33.5279;561.6473;1.0000
2020-11-30T08:00:00.0/2020-11-30T09:00:00.0;424.4105;292.1192;237.4189;54.7003;780.0074;273.2613;228.9461;44.3152;751.9459;1.0000
2020-11-30T09:00:00.0/2020-11-30T10:00:00.0;547.8080;395.6021;332.3688;63.2333;848.8972;375.3505;322.3332;53.0173;823.2159;1.0000
2020-11-30T10:00:00.0/2020-11-30T11:00:00.0;610.2615;447.7135;378.7651;68.9483;868.9414;427.0577;368.2630;58.7947;844.8420;1.0000
2020-11-30T11:00:00.0/2020-11-30T12:00:00.0;607.5124;443.8383;372.5290;71.3094;858.4058;423.2890;362.5196;60.7695;835.3425;1.0000
2020-11-30T12:00:00.0/2020-11-30T13:00:00.0;539.7452;384.9533;315.6840;69.2693;817.9894;364.8946;306.7755;58.1191;794.8619;1.0000
2020-11-30T13:00:00.0/2020-11-30T14:00:00.0;411.5747;277.1164;215.7559;61.3605;730.0064;258.3820;207.9197;50.4623;703.0897;1.0000
2020-11-30T14:00:00.0/2020-11-30T15:00:00.0;231.7301;134.7348;91.3485;43.3863;529.8901;120.9019;82.8790;38.0228;473.6726;1.0000
2020-11-30T15:00:00.0/2020-11-30T16:00:00.0;35.9249;14.3620;6.0614;8.3005;93.9448;10.8997;2.4785;8.4212;32.0110;1.0000
2020-11-30T16:00:00.0/2020-11-30T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T17:00:00.0/2020-11-30T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T18:00:00.0/2020-11-30T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T19:00:00.0/2020-11-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T20:00:00.0/2020-11-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T21:00:00.0/2020-11-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T22:00:00.0/2020-11-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-11-30T23:00:00.0/2020-12-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T00:00:00.0/2020-12-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T01:00:00.0/2020-12-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T02:00:00.0/2020-12-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T03:00:00.0/2020-12-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T04:00:00.0/2020-12-01T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T05:00:00.0/2020-12-01T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T06:00:00.0/2020-12-01T07:00:00.0;44.7291;17.4827;6.2839;11.1989;87.4437;13.7688;2.6954;11.0734;31.7855;1.0000
2020-12-01T07:00:00.0/2020-12-01T08:00:00.0;244.3315;138.1789;84.1412;54.0377;463.1867;38.6294;2.4163;36.2131;20.6740;1.0000
2020-12-01T08:00:00.0/2020-12-01T09:00:00.0;420.4210;276.8943;197.7099;79.1844;654.8835;63.3582;0.0000;63.3582;0.0000;1.0000
2020-12-01T09:00:00.0/2020-12-01T10:00:00.0;544.0831;380.9529;288.6339;92.3189;742.1002;161.9354;9.8773;152.0582;25.0202;1.0000
2020-12-01T10:00:00.0/2020-12-01T11:00:00.0;606.8888;435.1724;337.4288;97.7436;778.5956;115.5662;1.0885;114.4777;2.4718;1.0000
2020-12-01T11:00:00.0/2020-12-01T12:00:00.0;604.5560;433.2720;335.9320;97.3400;778.1265;311.8100;176.8144;134.9956;411.8615;1.0000
2020-12-01T12:00:00.0/2020-12-01T13:00:00.0;537.2410;376.0675;285.1185;90.9490;742.4131;310.8353;196.0162;114.8191;507.5030;1.0000
2020-12-01T13:00:00.0/2020-12-01T14:00:00.0;409.5275;269.8606;192.5973;77.2633;654.6536;128.4135;15.8288;112.5847;53.2922;1.0000
2020-12-01T14:00:00.0/2020-12-01T15:00:00.0;230.1141;129.7562;78.0764;51.6798;453.2036;79.2595;11.8814;67.3781;60.6810;1.0000
2020-12-01T15:00:00.0/2020-12-01T16:00:00.0;35.2009;13.3658;4.3187;9.0471;66.0260;8.4305;0.0000;8.4305;0.0000;1.0000
2020-12-01T16:00:00.0/2020-12-01T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T17:00:00.0/2020-12-01T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T18:00:00.0/2020-12-01T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T19:00:00.0/2020-12-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T20:00:00.0/2020-12-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T21:00:00.0/2020-12-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T22:00:00.0/2020-12-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-01T23:00:00.0/2020-12-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T00:00:00.0/2020-12-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T01:00:00.0/2020-12-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T02:00:00.0/2020-12-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T03:00:00.0/2020-12-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T04:00:00.0/2020-12-02T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T05:00:00.0/2020-12-02T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T06:00:00.0/2020-12-02T07:00:00.0;42.2035;16.6791;6.2399;10.4391;88.8501;13.0563;2.7040;10.3523;32.9031;1.0000
2020-12-02T07:00:00.0/2020-12-02T08:00:00.0;240.2776;137.3568;86.4329;50.9239;484.3732;67.7773;4.4240;63.3533;34.7280;1.0000
2020-12-02T08:00:00.0/2020-12-02T09:00:00.0;416.5394;274.9493;200.7136;74.2357;671.5035;105.1256;0.0000;105.1256;0.0000;1.0000
2020-12-02T09:00:00.0/2020-12-02T10:00:00.0;540.4794;377.6952;291.8015;85.8937;755.4717;75.7699;0.0000;75.7699;0.0000;1.0000
2020-12-02T10:00:00.0/2020-12-02T11:00:00.0;603.6501;431.2913;341.6582;89.6331;792.8184;180.6138;13.0378;167.5760;29.8120;1.0000
2020-12-02T11:00:00.0/2020-12-02T12:00:00.0;601.7447;429.5363;341.1157;88.4206;794.0782;216.8801;20.7993;196.0808;47.6388;1.0000
2020-12-02T12:00:00.0/2020-12-02T13:00:00.0;534.8904;371.3811;286.3250;85.0561;748.7234;116.5964;0.0000;116.5964;0.0000;1.0000
2020-12-02T13:00:00.0/2020-12-02T14:00:00.0;407.6397;263.3160;186.5280;76.7880;636.1221;68.7971;0.0000;68.7971;0.0000;1.0000
2020-12-02T14:00:00.0/2020-12-02T15:00:00.0;228.6596;123.3296;69.9955;53.3341;405.0057;57.6506;0.0000;57.6506;0.0000;1.0000
2020-12-02T15:00:00.0/2020-12-02T16:00:00.0;34.5421;12.1626;3.2456;8.9170;49.6109;7.6051;0.0000;7.6051;0.0000;1.0000
2020-12-02T16:00:00.0/2020-12-02T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T17:00:00.0/2020-12-02T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T18:00:00.0/2020-12-02T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T19:00:00.0/2020-12-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T20:00:00.0/2020-12-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T21:00:00.0/2020-12-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T22:00:00.0/2020-12-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-02T23:00:00.0/2020-12-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T00:00:00.0/2020-12-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T01:00:00.0/2020-12-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T02:00:00.0/2020-12-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T03:00:00.0/2020-12-03T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T04:00:00.0/2020-12-03T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T05:00:00.0/2020-12-03T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T06:00:00.0/2020-12-03T07:00:00.0;39.8006;15.4984;5.6804;9.8180;83.2152;12.2781;2.5240;9.7541;31.0986;1.0000
2020-12-03T07:00:00.0/2020-12-03T08:00:00.0;236.3210;134.9861;85.1903;49.7958;484.0385;121.9597;78.9846;42.9750;443.1656;1.0000
2020-12-03T08:00:00.0/2020-12-03T09:00:00.0;412.7684;274.5269;203.0403;71.4866;685.3832;240.4306;162.2286;78.2021;557.9958;1.0000
2020-12-03T09:00:00.0/2020-12-03T10:00:00.0;536.9998;378.9646;296.8128;82.1518;773.6926;240.9413;57.7405;183.2008;155.6068;1.0000
2020-12-03T10:00:00.0/2020-12-03T11:00:00.0;600.5480;433.4417;346.8466;86.5950;809.2604;124.1800;0.0000;124.1800;0.0000;1.0000
2020-12-03T11:00:00.0/2020-12-03T12:00:00.0;599.0806;432.0934;345.8335;86.2598;808.8719;199.7499;14.8972;184.8527;35.3903;1.0000
2020-12-03T12:00:00.0/2020-12-03T13:00:00.0;532.6953;375.1005;293.6063;81.4941;771.4662;229.4191;57.0338;172.3853;156.7843;1.0000
2020-12-03T13:00:00.0/2020-12-03T14:00:00.0;405.9125;268.4731;197.9035;70.5696;679.0295;242.5161;175.9219;66.5942;609.3363;1.0000
2020-12-03T14:00:00.0/2020-12-03T15:00:00.0;227.3674;127.8837;79.9183;47.9654;469.6364;114.5701;72.0576;42.5125;415.7019;1.0000
2020-12-03T15:00:00.0/2020-12-03T16:00:00.0;34.0103;12.8190;4.5427;8.2763;71.4814;9.6546;1.4594;8.1952;18.8608;1.0000
2020-12-03T16:00:00.0/2020-12-03T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T17:00:00.0/2020-12-03T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T18:00:00.0/2020-12-03T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T19:00:00.0/2020-12-03T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T20:00:00.0/2020-12-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T21:00:00.0/2020-12-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T22:00:00.0/2020-12-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-03T23:00:00.0/2020-12-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-04T00:00:00.0/2020-12-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-04T01:00:00.0/2020-12-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-04T02:00:00.0/2020-12-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-04T03:00:00.0/2020-12-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-12-04T04:00:00.0/2020-12-04T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
